identifier           target               X                    r                    E                    M                    rou                  Er                  
sample27             0.370000000000       0.634693901374       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      -0.370000000000     
sample28             0.380000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       -0.670000000000     
sample29             0.390000000000       0.180775601847       -0.112076450857      0.682781587652       0.959246737921       1.259693336583       -0.120000000000     
sample30             0.410000000000       0.180775601847       -0.304847946331      -1.224909360579      -0.749775720693      -0.692395457392      -0.230000000000     
sample31             0.420000000000       0.180775601847       -0.112076450857      0.682781587652       0.959246737921       1.259693336583       -0.140000000000     
sample32             0.420000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       -0.330000000000     
sample33             0.460000000000       0.180775601847       0.080695044617       1.269763417877       0.997391137793       1.230873128010       -0.200000000000     
sample34             0.480000000000       0.180775601847       0.080695044617       1.269763417877       0.997391137793       1.230873128010       -0.140000000000     
sample35             0.480000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.480000000000      
sample36             0.500000000000       0.180775601847       0.080695044617       1.269763417877       0.997391137793       1.230873128010       0.070000000000      
sample37             0.500000000000       0.180775601847       0.080695044617       1.269763417877       0.997391137793       1.230873128010       -0.180000000000     
sample38             0.500000000000       0.180775601847       -0.112076450857      0.682781587652       0.959246737921       1.259693336583       -0.220000000000     
sample39             0.500000000000       0.180775601847       -0.304847946331      -1.224909360579      -0.749775720693      -0.692395457392      -0.520000000000     
sample40             0.510000000000       0.180775601847       0.273466540091       0.154497940450       -0.647226705960      -0.767327999681      -0.470000000000     
sample41             0.530000000000       0.180775601847       -0.112076450857      0.682781587652       0.959246737921       1.259693336583       -0.140000000000     
sample42             0.530000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.450000000000      
sample43             0.540000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       -0.330000000000     
sample44             0.550000000000       -1.521418021380      0.273466540091       -0.491182072798      0.882191216570       0.965727209143       -0.870000000000     
sample45             0.550000000000       0.634693901374       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.040000000000      
sample46             0.550000000000       0.634693901374       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.030000000000      
sample47             0.570000000000       -1.521418021380      0.273466540091       -0.491182072798      0.882191216570       0.965727209143       -1.040000000000     
sample48             0.580000000000       -1.521418021380      0.273466540091       -0.491182072798      0.882191216570       0.965727209143       -0.130000000000     
sample49             0.590000000000       -1.464678233939      -2.232562901075      -0.828696625177      -1.562117261699      -1.366404068540      -0.100000000000     
sample50             0.600000000000       0.180775601847       -0.304847946331      -1.224909360579      -0.749775720693      -0.692395457392      -0.370000000000     
sample51             0.610000000000       0.634693901374       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      -0.070000000000     
sample52             0.620000000000       0.180775601847       0.080695044617       1.269763417877       0.997391137793       1.230873128010       0.020000000000      
sample53             0.620000000000       0.180775601847       0.080695044617       1.269763417877       0.997391137793       1.230873128010       0.200000000000      
sample54             0.620000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       -0.190000000000     
sample55             0.630000000000       -1.464678233939      -2.232562901075      -0.828696625177      -1.562117261699      -1.366404068540      -0.420000000000     
sample56             0.630000000000       -1.521418021380      0.273466540091       -0.491182072798      0.882191216570       0.965727209143       -1.440000000000     
sample57             0.660000000000       -1.464678233939      -2.232562901075      -0.828696625177      -1.562117261699      -1.366404068540      -0.020000000000     
sample58             0.670000000000       0.634693901374       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.100000000000      
sample59             0.670000000000       0.180775601847       -0.304847946331      -1.224909360579      -0.749775720693      -0.692395457392      -0.360000000000     
sample60             0.680000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       -0.240000000000     
sample61             0.680000000000       0.634693901374       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.000000000000      
sample62             0.680000000000       0.634693901374       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.120000000000      
sample63             0.690000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       -0.070000000000     
sample64             0.700000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       -0.060000000000     
sample65             0.700000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       -0.230000000000     
sample66             0.700000000000       0.634693901374       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.010000000000      
sample67             0.720000000000       0.180775601847       0.080695044617       1.269763417877       0.997391137793       1.230873128010       0.300000000000      
sample68             0.720000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       -0.150000000000     
sample69             0.720000000000       -1.521418021380      0.273466540091       -0.491182072798      0.882191216570       0.965727209143       -0.920000000000     
sample70             0.730000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.030000000000      
sample71             0.730000000000       0.180775601847       -0.304847946331      -1.224909360579      -0.749775720693      -0.692395457392      -0.430000000000     
sample72             0.760000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.060000000000      
sample73             0.760000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       -0.140000000000     
sample74             0.770000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       -0.010000000000     
sample75             0.770000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       -0.070000000000     
sample76             0.780000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.670000000000      
sample77             0.790000000000       0.180775601847       -0.304847946331      -1.224909360579      -0.749775720693      -0.692395457392      0.140000000000      
sample78             0.800000000000       0.180775601847       0.080695044617       1.269763417877       0.997391137793       1.230873128010       0.090000000000      
sample79             0.800000000000       -1.464678233939      -2.232562901075      -0.828696625177      -1.562117261699      -1.366404068540      0.100000000000      
sample80             0.810000000000       0.180775601847       -0.112076450857      0.682781587652       0.959246737921       1.259693336583       -0.150000000000     
sample81             0.810000000000       0.180775601847       -0.112076450857      0.682781587652       0.959246737921       1.259693336583       -0.070000000000     
sample82             0.820000000000       0.180775601847       0.080695044617       1.269763417877       0.997391137793       1.230873128010       0.050000000000      
sample83             0.820000000000       -1.464678233939      -2.232562901075      -0.828696625177      -1.562117261699      -1.366404068540      -0.140000000000     
sample84             0.820000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.050000000000      
sample85             0.830000000000       0.180775601847       -0.304847946331      -1.224909360579      -0.749775720693      -0.692395457392      -0.160000000000     
sample86             0.840000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.040000000000      
sample87             0.840000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.070000000000      
sample88             0.850000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       -0.090000000000     
sample89             0.870000000000       -1.464678233939      -2.232562901075      -0.828696625177      -1.562117261699      -1.366404068540      0.170000000000      
sample90             0.870000000000       0.180775601847       -0.112076450857      0.682781587652       0.959246737921       1.259693336583       0.260000000000      
sample91             0.870000000000       0.180775601847       -0.112076450857      0.682781587652       0.959246737921       1.259693336583       -0.110000000000     
sample92             0.870000000000       0.180775601847       0.273466540091       0.154497940450       -0.647226705960      -0.767327999681      0.010000000000      
sample93             0.870000000000       0.180775601847       0.273466540091       0.154497940450       -0.647226705960      -0.767327999681      -0.030000000000     
sample94             0.880000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.160000000000      
sample95             0.890000000000       -1.464678233939      -2.232562901075      -0.828696625177      -1.562117261699      -1.366404068540      0.010000000000      
sample96             0.900000000000       0.180775601847       0.273466540091       0.154497940450       -0.647226705960      -0.767327999681      0.050000000000      
sample97             0.900000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.220000000000      
sample98             0.920000000000       -1.521418021380      0.273466540091       -0.491182072798      0.882191216570       0.965727209143       -0.060000000000     
sample99             0.930000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.200000000000      
sample100            0.930000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       -0.020000000000     
sample101            0.940000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.000000000000      
sample102            0.960000000000       0.180775601847       0.273466540091       0.154497940450       -0.647226705960      -0.767327999681      0.030000000000      
sample103            0.970000000000       0.634693901374       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.480000000000      
sample104            0.980000000000       0.180775601847       0.273466540091       0.154497940450       -0.647226705960      -0.767327999681      0.100000000000      
sample105            0.980000000000       0.634693901374       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.330000000000      
sample106            0.980000000000       0.180775601847       -0.304847946331      -1.224909360579      -0.749775720693      -0.692395457392      -0.080000000000     
sample107            1.000000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.220000000000      
sample108            1.000000000000       0.634693901374       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.480000000000      
sample109            1.020000000000       0.180775601847       0.080695044617       1.269763417877       0.997391137793       1.230873128010       0.430000000000      
sample110            1.030000000000       0.180775601847       0.080695044617       1.269763417877       0.997391137793       1.230873128010       0.350000000000      
sample111            1.030000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.310000000000      
sample112            1.040000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.260000000000      
sample113            1.060000000000       0.180775601847       0.273466540091       0.154497940450       -0.647226705960      -0.767327999681      0.180000000000      
sample114            1.070000000000       0.180775601847       0.080695044617       1.269763417877       0.997391137793       1.230873128010       0.390000000000      
sample115            1.070000000000       -1.464678233939      -2.232562901075      -0.828696625177      -1.562117261699      -1.366404068540      0.300000000000      
sample116            1.070000000000       0.180775601847       -0.304847946331      -1.224909360579      -0.749775720693      -0.692395457392      0.540000000000      
sample117            1.080000000000       -1.521418021380      0.273466540091       -0.491182072798      0.882191216570       0.965727209143       0.420000000000      
sample118            1.080000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.710000000000      
sample119            1.090000000000       -1.464678233939      -2.232562901075      -0.828696625177      -1.562117261699      -1.366404068540      0.410000000000      
sample120            1.090000000000       -1.521418021380      0.273466540091       -0.491182072798      0.882191216570       0.965727209143       -0.280000000000     
sample121            1.090000000000       -1.521418021380      0.273466540091       -0.491182072798      0.882191216570       0.965727209143       -0.540000000000     
sample122            1.100000000000       -1.521418021380      0.273466540091       -0.491182072798      0.882191216570       0.965727209143       0.030000000000      
sample123            1.110000000000       0.180775601847       -0.304847946331      -1.224909360579      -0.749775720693      -0.692395457392      0.460000000000      
sample124            1.130000000000       0.180775601847       -0.112076450857      0.682781587652       0.959246737921       1.259693336583       0.650000000000      
sample125            1.150000000000       0.180775601847       -0.112076450857      0.682781587652       0.959246737921       1.259693336583       0.560000000000      
sample126            1.170000000000       0.180775601847       0.273466540091       0.154497940450       -0.647226705960      -0.767327999681      0.370000000000      
sample127            1.200000000000       0.180775601847       0.273466540091       0.154497940450       -0.647226705960      -0.767327999681      0.550000000000      
sample128            1.250000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.440000000000      
sample129            1.260000000000       -1.464678233939      -2.232562901075      -0.828696625177      -1.562117261699      -1.366404068540      0.750000000000      
sample130            1.260000000000       -1.464678233939      -2.232562901075      -0.828696625177      -1.562117261699      -1.366404068540      0.790000000000      
sample131            1.270000000000       0.180775601847       0.273466540091       0.154497940450       -0.647226705960      -0.767327999681      0.580000000000      
sample132            1.280000000000       0.180775601847       0.273466540091       0.154497940450       -0.647226705960      -0.767327999681      0.430000000000      
sample133            1.300000000000       0.180775601847       0.273466540091       0.154497940450       -0.647226705960      -0.767327999681      0.480000000000      
sample134            1.380000000000       0.180775601847       0.273466540091       0.154497940450       -0.647226705960      -0.767327999681      0.490000000000      
sample135            1.380000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.750000000000      
sample136            1.390000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.560000000000      
sample137            1.380000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.750000000000      
sample138            1.390000000000       0.634693901374       0.659009531040       1.123017960321       1.052211732585       1.044502445908       0.560000000000      
sample139            0.780000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.670000000000      
sample140            1.080000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.710000000000      
sample141            0.480000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.480000000000      
sample142            0.530000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.450000000000      
sample143            0.230000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.220000000000      
sample144            0.350000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.020000000000      
sample145            0.340000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.050000000000      
sample146            0.170000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.190000000000      
sample147            0.010000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      -0.360000000000     
sample148            0.210000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.090000000000      
sample149            0.260000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.300000000000      
sample150            0.300000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.340000000000      
sample151            0.250000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.200000000000      
sample152            0.050000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.010000000000      
sample153            0.250000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.050000000000      
sample154            0.080000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.010000000000      
sample155            0.780000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.670000000000      
sample156            1.080000000000       0.180775601847       -0.304847946331      -1.078163903023      -0.714506526841      -0.692395457392      0.710000000000      
